# This file is used for mapping grib identifiers to FMI identifiers.
#
# FIELDS:
# 1) FmiParameterId
# 2) GribParameterId
# 3) ConversionFunction
#

# Minimum temperature at 2m since previous post-processing
# MINT2M-C => UNKNOWN
#1;1000000000;

# Precipitation form
# Probability of reaching snowfall 1 mm in 24 h in EPS
# PROB-SN24-1 => ProbabilityOfSn24Limit1
249;1000001091;

# Probability of reaching snowfall 5 mm in 24 h in EPS
# PROB-SN24-2 => ProbabilityOfSn24Limit2
250;1000001092;

# Probability of reaching snowfall 10 mm in 24 h in EPS
# PROB-SN24-3 => ProbabilityOfSn24Limit3
251;1000001093;

# Probability of reaching snowfall 15 mm in 24 h in EPS
# PROB-SN24-4 => ProbabilityOfSn24Limit4
252;1000001094;

# Probability of reaching snowfall 30 mm in 24 h in EPS
# PROB-SN24-5 => ProbabilityOfSn24Limit5
253;1000001095;

# Probability of reaching snowfall 50 mm in 24 h in EPS
# PROB-SN24-6 => ProbabilityOfSn24Limit6
254;1000001096;

# Probability of reaching some precipitation threshold value
# PROB-RR-5 => ProbabilityOfPrecLimit5
255;1000000575;

# Probability of reaching some precipitation threshold value
# PROB-RR-5 => ProbabilityOfPr6Limit5
255;1000001065;

# Probability of reaching some precipitation threshold value
# PROB-RR-6 => ProbabilityOfPrecLimit6
256;1000000576;

# Probability of reaching some precipitation threshold value
# PROB-RR-6 => ProbabilityOfPr6Limit6
256;1000001066;

# Probability of reaching -15 C in EPS
# PROB-TC-1 => ProbabilityOfColdLimit1
257;1000001031;

# Probability of reaching -20 C in EPS
# PROB-TC-2 => ProbabilityOfColdLimit2
258;1000001032;

# Probability of reaching -25 C in EPS
# PROB-TC-3 => ProbabilityOfColdLimit3
259;1000001033;

# Probability of reaching -30 C in EPS
# PROB-TC-4 => ProbabilityOfColdLimit4
260;1000001034;

# Average precipitation 6 hours in EPS
# RR-AVE6-MM => UNKNOWN
#261;1000000000;

# Average snow fall 6 hours in EPS
# SN-AVE6-MM => UNKNOWN
#262;1000000000;

# Probability of reaching precipitation 1 mm in 24 h in EPS
# PROB-RR24-6 => NEWBASE-PARAMETER[1076]
263;1000001076;

# Probability of reaching precipitation 5 mm in 24 h in EPS
# PROB-RR24-7 => NEWBASE-PARAMETER[1077]
264;1000001077;

# Probability of reaching precipitation 0.3 mm in 12 h in EPS
# PROB-RR12-1 => CyanosSumChange
265;1000001101;

# Probability of reaching precipitation 4.5 mm in 12 h in EPS
# PROB-RR12-2 => CyanosSumChangeP
266;1000001102;

# Probability of reaching precipitation 12 mm in 12 h in EPS
# PROB-RR12-3 => Reflectivity
267;1000001103;

# Convective Cloud Amount
# NC-PRCNT => ConvectiveCloudCover
268;1000000272;
268;228164;

# Sea water salinity in psu
# SAL-PSU => Salinity
269;1000000062;

# Snow depth in m on open land
# SDEPOP-M => VelocityPotentialM2S
271;1000000139;

# Cloud top brightness temperature (IR)
# CTBT-K => UNKNOWN
#272;1000000000;

# Water vapour brightness temperature
# WVBT-K => UNKNOWN
